user_id,country,affiliation,a_rate,h_rate
chocopon0899,JP,,1,0
chocopuu,JP,Muroran Institute of Technology,2000,20
chocorion,FR,,4,0
chocorusk,JP,,2823,1368
chocoshop,JP,,127,0
chocotaruto623,JP,,97,0
chocotous,JP,,584,0
chocrush,IN,BITS Pilani Hyderabad Campus,224,0
choda310,JP,1,1426,0
chodai,JP,,2,0
chodermal,IN,,867,0
chogba,IN,,1068,0
chogly,JP,,642,0
choh,JP,,7,0
choi3869065,KR, 하길고등학교,65,0
choigameroihoc,VN,,983,0
choiking10,KR,,200,0
choikiwon,JP,,2363,0
choimake,JP,,191,0
choir,JP,,54,0
chojuku,JP,,513,0
chokari,JP,,230,0
chokellla_,KG,,8,0
choki,XX,Daigaku,22,0
choki_56,BT,,0,0
choko100,KR,,698,0
choko2022,TW,,2005,0
chokoo,JP,,127,0
chokoryu,JP,SoftBank,555,0
chokota,JP,Kyushu university,195,0
chokozai,JP,大学生,28,0
chokuchoku2,JP,,46,0
chokuchoku3,JP,,61,0
chokuchoku4,JP,,247,0
chokudai,JP, AtCoder Inc. CEO,3092,1453
cholebhature,IN,,525,0
choloihuanohoa,VN,,100,0
choloping,JP,,460,527
chomast,JP,,446,0
chomchom31,IN,IIIT Naya Raipur,12,0
chometan,JP,Novath Inc.,33,0
chomeyama,JP,Nagoya University,1434,0
chomiku,JP,無,16,0
chomin,JP,神戸大学,557,0
chomoda,JP,Keio University,495,0
chomonolis,JP,University of Fukui,1674,1581
chomsky,JP,,183,0
chomus,JP,個人,194,0
chon_chon,JP,徳山高専,150,0
chonai_flora,JP,,0,0
chonbo_dev,JP,,196,0
chone,CN,,12,0
chonerie,JP,,239,0
chongryong,CN,,2000,16
chongya,CN,,116,0
chongyatu,CN,,238,0
choni3,PE,,578,0
chont2,JP,,56,0
chonuuun,JP,,789,0
choo_s,JP,IT企業,1641,0
chookalat,XX,,274,0
chootmebhoot,IN,IIIT kalyani,8,0
chopin33,AT,,41,0
chopper,JP,,456,0
chopper3,IN,,108,0
choppy,IN,na,122,0
chopsticker,JP,,21,0
chopsticker2,JP,waseda,215,0
chopstickexe,JP,,679,0
chopsticks,JP,,21,0
chor123,IN,,0,0
chor_nyan,JP,,173,0
chordbug,BE,,562,0
chorder,JP,,644,90
chore,JP,,20,0
chores,JP,,72,0
chorir,JP,,3,0
chorisu_,JP,,136,0
choro,JP,,194,0
choro4542,JP,,21,0
chorok,KR,,17,0
chorokun,JP,,33,0
choronos,CN,18367146583,0,0
choroo,JP,,328,0
choruru,JP,UT,964,0
chos1npm,CN,,190,0
chosan,JP,,1,0
chosen_one12,PH,,30,0
chosenone99,SG,,310,0
choshicure,JP,,528,0
chosin0524,JP,Yamaguchi University,56,0
chostleaf,CN,,308,0
chosungjun,JP,,65,0
chot,JP,,66,0
chota_bheem,IN,,78,0
chotathanos,IN,,413,0
chotoQ,JP,,96,181
chottodeta,JP,海老レンジャイ,526,0
chottomatte,JP,,65,0
chottosid,BD,BUET,52,0
chotu,IN,,74,0
chou_feng,CN,,2252,0
chou_w3,CN,,252,0
chouaib,JP,engineer,28,0
choubey_aayush,IN,,911,0
choubeyaditya80,IN,,2,0
chouchinois,JP,,1024,0
choudhary0007,IN,,7,0
choudhary_002,IN,,73,0
choudharynihal,IN,,72,0
choudhrysid_02,IN,IIT Bombay,43,0
choujuku,JP,,18,0
chouki_Zhang,JP,,52,0
choulefeng,CN,,4,0
choumartin1234,TW,,548,0
choumintruong,VN,,39,0
choushishi,JP,,349,0
choushusan,JP,chousan,2,0
chouxcreams,JP,,1003,0
chouyu,CN,Yali Middle School,1768,0
chouyupeng,CN,,31,0
chov,JP,,632,0
chowa18798,BD,,7,0
chowapollo,CN,,109,0
chowe,JP,Tokyo Metropolitan University,6,0
chowgz,XX,,809,0
choyi0521,KR,,512,0
choyotaura,JP,,490,0
chpipis,GR,,1735,0
chr,JP,,1,0
chr2216182166,CN,,0,0
chr233,CN,,10,0
chr4,JP,大阪大学,58,0
chr_,CN,,181,0
chrhaa,CN,,1649,0
chribbers,CA,,8,0
chrimina,JP,The University of Electro-Communications,5,0
chris11,DO,,18,0
chris2,JP,,113,0
chris5502,JP,,486,0
chris920318,TW,nehs,1285,0
chriscake97001,TW,,177,0
chrisdiamond10,US,,45,0
chrisharrie,XX,,93,0
chrislaiisme,TW,,6,0
chrisluccas,BR,,0,0
chrismd,DE,,1134,0
chrispan68,US,,92,0
chrispham258,VN,,94,0
christensen,BH,,118,0
christian2006,JP,,650,0
christinaChaconA,PE,,18,0
christinatriceps,JP,,395,0
christine1995,CN,,58,0
christiyan,MK,,3,0
christmas_964,IN,,34,0
christopher67,IN,Indian Institutes of Technology,25,0
christy_george,IN,,14,0
chriswong98,HK,,9,0
chrisyang2003,CN,,20,0
chrmiranda,HU,,0,0
chro4896,JP,,2135,1610
chrohan007,IN,,0,0
chrolony,JP,,105,0
chrom,JP,None,88,0
chromP,JP,,0,0
chromate00,KR,,1455,858
chromatic,JP,,38,0
chrome,JP,Issyk Kazakh-Turkish High School,904,0
chrome_cr,JP,,8,0
chromia,JP,,464,0
chromium6012,IN,Jalpaiguri Government Engineering College,461,0
chromiumly,JP,,17,0
chron1119,JP,private,3,0
chroneZ01,CN,,114,0
chroneko,JP,,192,0
chronicax_quby,BD,North South University,6,0
chronicle12345,CN,,963,0
chronision,JP,,640,0
chronochodic,IN,,8,0
chronoharu,JP,,99,0
chronoire,JP,The University of Tokyo,326,0
chronoll,JP,,184,0
chrononn,IN,,642,0
chronos247,IN,,20,0
chroot,BD,IUT,581,0
chrouzz,FR,,0,0
chrptos,JP,,6,0
chrt,CN,,400,0
chrysalis,JP,,70,0
chs007,CN,,561,0
chs114,CN,13697643382,68,0
chsahithi_3812,IN,,2,0
chsismuchbetter,KR,,57,0
chsm0302,KR,,34,0
chstor,CN,,151,0
chsyao,CN,,1163,0
chtholly_,CN,,1934,0
chtndL,JP,同志社大学,43,0
chtomoki,JP,,1167,0
chttkmk,JP,,20,0
chttrjeankr,IN,"Government College Of Engineering And Textile Technology, Berhampore",2,0
chu65536,RU,,250,0
chu_K,CN,,149,0
chuaaayou,KR,,25,0
chuan,CN,,136,0
chuanEgg,TW,,151,0
chuanlong,US,,41,0
chuanyufan,CN,,758,0
chubedan,VN,,30,0
chubillkelvin,CA,,122,0
chubu_19,IN,,1,0
chubyxdxd,BO,programmer :v,27,0
chuchu,CN,,1057,0
chuck20061117,CN,,8,0
chuck_fu,CN,Self,24,0
chuckles,JP,University of Tsukuba,341,0
chucky,JP,,6,0
chuckzhu,CN,,351,91
chudanu,JP,,1385,1962
chuducanhptit,VN,,173,0
chuffing,CN,,39,0
chufuzhe,CN,,933,0
chugaev,AM,,245,0
chuhey,JP,宇部情報システム,28,0
chui,CN,,271,0
chuingamu,JP,,0,0
chuiniu,CN,,888,0
chuka231,MN,IT,1233,0
chuka_no_kai,JP,,77,0
chuks,NG,Okayama University,256,0
chuliuxiang,JP,,68,0
chulkay2,JP,,0,0
chum,JP,,9,0
chumeng,CN,2595248810@qq.com,263,0
chumi,JP,,61,0
chun,JP,,41,0
chun1182,JP,,1369,0
chun2925084,TW,,92,0
chun37,JP,,429,0
chun93689,JP,鳥類,5,0
chunbaekim,KR,,0,0
chuncaibbb,CN,,0,0
chunfp,JP,,0,0
chunglooyo,CN,,4,0
chungou,CN,15135498539,228,0
chungsol,KR,,3,0
chunhaomo,CN,,140,0
chunie,CN,,2,0
chunjie,CN,,1051,0
chunkof,JP,,176,0
chunlin,XX,,144,0
chunluren,CN,,8,0
chunma_mikan,JP,,30,0
chunnojijo,JP,,221,0
chunnu_bola,IN,,0,0
chunnubola,IN,,8,0
chunsuitan,JP,,23,0
chunyangtan,JP,Student,196,0
chunza2542,TH,,351,0
chunzhen,CN,,608,0
chunzhifeng,CN,,1049,0
churabou,JP,,45,0
churchs99,JP,,271,0
churosun,JP,Physics,85,0
churro,JP,daigaku,2,0
chusan,JP,,2,0
chushiyuan,CN,13964516511,18,0
chushouTV,CN,,96,0
chutchatut,TH,,1276,0
chutiya,IN,,89,0
chutiya45,IN,,2,0
chutney,IN,,17,0
chutong,CN,,838,0
chutzpah,CN,,565,0
chuukunn,JP,東京工業大学,357,0
chuuyaa,CN,,2,0
chuxuan,CN,,1196,0
chuyii,JP,,58,0
chuyilin,CN,,42,0
chuyizhi,CN,,12,0
chuyuxuan,CN,13939189556,16,0
chuzeyu,CN,,20,0
chuzhumin98,CN,Tsinghua University,1578,0
chuzihang,CN,13429462390,58,0
chuzishu,CN,,21,0
chvarma,IN,,32,0
chvsai,IN,Vignan's Institute of Information Technology,1,0
chw2001,CO,18380980257,2,0
chwu,CN,,283,0
chwu___,CN,,0,0
chwyy,CN,18680807167,15,0
chxulong,CN,,0,0
chy101,CN,,67,0
chy_at_atcoder,CN,,777,0
chycheng2012,JP,日立,0,0
chydz,AF,,344,0
chyen,TW,,1373,0
chynole,VN,,720,0
chyoon,US,,42,0
chypsd,IN,,476,0
chytarin,BD,,18,0
chyuuid,CN,17108524790,0,0
chyyy,CN,,15,0
chzchz,CN,,400,0
chzhc,CN,,1378,0
chzy,CN,,26,0
ci_hul,JP,,14,0
cia_rana,JP,,37,0
ciallo2023,CN,,25,0
ciaow,CN,,27,0
ciat31318,TW,,39,0
cic_newbie,CN,,0,0
cicada,CN,,2128,0
cicada22,IN,,186,0
cicada_3301,IN,,533,0
cicada_frog,JP,,179,0
cici0729,TW,,23,22
cici30725,TW,,8,0
ciciwang,CN,,2,0
cidcf3ea,JP,,91,0
cider,JP,,1311,0
cider1844,JP,"Senior High School at Otsuka, University of Tsukuba",632,0
cider189,JP,,166,0
ciderlilly,AG,,4,0
ciel0217,JP,,316,0
ciel0918,JP,,64,0
ciel47,JP,,687,0
ciel91,JP,,338,0
ciel_flyer,JP,,99,0
cielar,JP,,141,0
cielbleu,JP,,63,0
cieldinoegg,KR,,0,0
cielkurara,JP,,26,0
cielo,JP,,1,0
cies96035,TW,,244,0
cieske,KR,POSTECH,93,0
cietrzew35,PL,,0,0
cieu_,CN,,0,0
cifar100,JP,,52,0
ciiro,JP,,2,0
ciivam,IN,,22,0
ciiz,CN,,16,0
cijb_7724,JP,instagram,239,0
cijoe,JP,,116,0
cilantro,CN,,16,0
cilarp,JP,,28,0
cilinmengye,CN,,582,0
cimry,JP,,0,0
cin_cout,CN,,13,0
cin_ny,CN,,484,0
cinans,CN,,40,0
cinccout,CN,,667,0
cinder,IN,,123,0
cinderella,JP,tdnttmn,24,0
cinderella_21,JP,UEC,328,0
cindychen0000,TW,Waseda Univ.,38,0
cindychen0204,TW,ソフトバンクグループ株式会社,647,0
cineraceus,JP,,753,0
cingo,DE,,2,0
cinkit,JP,,482,0
cinkmos,BD,,63,0
cinnabar233,IN,IITD,1256,0
cinnamon,JP,,796,0
cinnamon_roll,JP,,1043,0
cinnamoroll,JP,サンリオピューロランド,2163,0
cinnoman,BD,,6,0
cino,JP,,126,22
cinqbox,JP,九州大学,627,0
cion,JP,,0,0
cip999,IT,,1495,0
cipher1,JP,,107,0
cipher303,IN,,12,0
cipher_,IN,2025,8,0
cipher_bsd,IN,,42,0
cipher_codiac,IN,,679,0
cipheraxat,IN,,2,0
cipherbreaker,IN,,8,0
ciphereck,IN,"National Institute of Technology, Kurukshetra, Haryana, India",37,0
cipherer,IN,,89,0
cipherihuy,GB,,0,0
cipoll240,JP,,246,0
ciproud,CN,,427,0
cirale,JP, ,26,0
circit,JP,Kyoto University,527,0
circl0,CN,,38,0
circle10,CN,,1928,0
circle11,CN,,1695,422
circle12,CN,,6,0
circle529,JP,,90,0
circle98,IN,,530,0
circlecho,KR,,10,0
circletime,CN,,628,0
circuit,BD,,24,0
circus7,JP,,398,0
ciris,CN,,522,0
cirius,IN,,18,0
cirno3153,JP,,2121,1848
ciroro,IR,,2,0
cirrostratus,CN,,602,0
cirrus,JP,東京大学,714,0
cirrus_iris,JP,,104,0
cirsiki0112,JP,,188,0
cis_pie,IN,,969,0
cis_seri,JP,法政大学情報科学部,61,0
cis_yuta,JP,Twitter,961,0
cisko,JP,,442,0
cisne_negro,MX,,18,0
cistertail,JP,The University of Tokyo,642,0
citizen,JP,,0,0
citrine1105,JP,,150,0
citrinitas,AM,,1163,0
citron,JP,,198,0
citru5,JP,Fukushima University,773,0
citrus,JP,,761,0
citrus14,JP,YSFJK,388,0
citrus19,JP,日本大学,17,0
citrus1998,JP,,172,0
citrus88,JP,,927,1015
citrus_coder,JP,,414,70
citrus_sugar,CN,,746,0
cityTS,CN,,1111,0
citysspring,JP,,0,0
ciuim,CN,,1431,0
civ,JP,南山大学,2,0
civil_nasu,JP,,348,0
civit,JP,,209,0
ciwei,JP,,101,0
ciweiyuedui,CN,,43,0
ciwomuli,CN,,1387,0
ciwqt,CN,,185,0
ciws009,JP,,571,0
cj7,IN,,5,0
cj_03,US,,174,0
cj_2002,CN,,72,0
cjchirag7,IN,IIT (ISM) Dhanbad,983,0
cjh,CN,,21,0
cjh1213,CN,,106,0
cjh1249131356,CN,,0,0
cjh2006,CN,,29,0
cjh20090318,CN,1756802523@qq.com,513,0
cjh970422,KR,,68,0
cjh_hhz,CN,15276833969,1055,0
cjhprogramming,KR,,0,0
cjj,CN,,253,0
cjj490168650,CN,UESTC,1619,0
cjj666,JP,,1399,0
cjjisgood,CN,,0,0
cjjjj,CN,,2,0
cjl,CN,185 0849 2955,0,0
cjl0222,CN,,72,0
cjlu_lh,CN,,1,0
cjm,CN,,2,0
cjmHK,CN,,691,0
cjmolloy,GB,,1,0
cjn2007,CN,WHERE?,2033,985
cjn_yzk,CN,,161,0
cjoa,DO,,1700,0
cjpjh,CN,,32,0
cjquines,PH,Valenzuela City School of Mathematics and Science,612,0
cjqw,CN,,1607,0
cjr,JP,Fudan Univ.,518,0
cjr2010,CN,2031809158@qq.com,76,0
cjrj,CN,,1,0
cjrsacred,CN,,520,0
cjrzn,CN,,1163,0
cjs,CN,,74,0
cjsj156,KR,Tokyo Institute of Technology,26,0
cjswo2918,KR,,773,0
cjsy108,CN,,384,0
cjsyrcjsyr16,CN,,450,0
cjt2004,CN,,2024,0
cjtheone,JP,,428,0
cjtoribio,DO,,2169,0
cjwen,CN,,1633,0
cjx2012,CN,,360,0
cjxyy,CN,,531,0
cjy,CN,,2408,0
cjy_chenjiayi,CN,,121,0
cjyang,TW,National Taiwan University,1248,0
cjybyjk,CN,,1059,0
cjycleaner,CN,,2004,0
ck1000,CN,,103,0
ck1000fly,JP,,2,0
ck1080012,TW,,607,0
ck1234,IN,,25,0
ck19,JP,INIAD,20,0
ck4869,LA,,335,0
ck666,CN,15983307002,7,0
ckLXHL,CN,,1071,0
ck_333,IN,,15,0
ck_hci,JP,Hokkaido University,450,0
ck_platypus,TW,,1605,0
ckd,IN,,928,0
ckdtjq1121,KR,,476,0
ckeshavabs,IN,,157,0
ckgod,KR,,36,0
ckh155115,TW,,22,0
ckheon,JP,,208,0
cki,JP,,253,0
ckj,CN,,57,0
ckjagannath,IN,,45,0
ckjaskkc,JP,,921,0
ckk142,IN,Student,25,0
cklyAC101,CN,,2,0
ckm626424,JP,,849,0
ckn,CN,,409,0
cknakay,JP,,229,0
ckodser,IR,,1728,0
ckon,JP,,22,0
ckp1994,JP,,359,0
ckq328,CN,,242,0
ckraj,IN,,6,0
cks,IN,,92,0
cksgnlcjswo,KR,,500,0
cksharma,US,,112,0
cksharma_skt,US,,666,0
ckv01qhp,JP,,206,0
ckw,JP,Tokyo Institute of Technology,950,0
ckwoll808,US,UCSB,0,0
ckx,CN,,1,0
ckxkexing,CN,Zhejiang Sci-Tech University,1178,0
cky0824,CN,,79,0
cky123,CN,,90,0
ckyanos,CN,koala,44,0
ckym,JP,,0,0
cl0wn,JP,,996,0
cl17,JP,Chuo University,858,1032
cl_1592,JP,,0,0
cla,JP,,705,0
clabs,SG,,262,0
clacking,JP,Japan,286,0
clad396,JP,,31,0
claire11327,TW,,140,0
claire_,CN,,960,0
clairvoyant,IN,,81,0
clam,US,Carnegie Mellon University,1329,0
clam011,JP,,20,0
clam123,CN,,1164,0
clamber,CN,,26,0
clamugi,JP,,786,0
clan,JP,,137,0
clan1,CN,,119,0
clancy1991,CN,,2,0
clandestine,IN,,0,0
clanguage,JP,早稲田大学先進理工学部,1,0
clannd,CN,,78,0
claor,KR,,76,0
clap1,CN,,1,0
clapp,CN,,2,0
clara775,JP,,1148,0
claretgrace0801,IN,IIIT Hyderabad,310,0
clarey,SG,,384,0
claris15,JP,,157,0
claris_star,JP,,192,0
clarissa1,JP,,0,0
clarity418,JP,,576,0
clark0208,CN,,60,0
clark2011,CN,,0,0
clarkindy,KR,,13,0
clarkwkw,HK,,52,0
class,CN,,432,0
class_bunker,IN,,0,0
classcast,JP,,5,0
classic0211,JP,,315,0
classicfp0129,JP,,3,0
classone06,CN,,1092,0
clat94,JP,,138,0
clatc,JP,,7,0
clatisus,CN,Beihang University,2436,0
claudia6,IN,student,3,0
claudiacat,CN,,6,0
claudiovan,PE,,998,0
claviceps,JP,北海道大学,0,0
clavis,JP,2次元,0,0
clavis1107,JP,布団の中,1830,1413
claw,IN,,29,0
claw88,JP,freee K.K.,2054,0
claxrich,CN,Nanjing Tech University,2,0
clay,JP,大学生,2,0
clay15,CN,,1198,0
claybro,IN,,0,0
claymodel,JP,,3,0
clazie,KR,Sungkyunkwan Univ.,1248,0
clbclb,CN,,1521,0
cldflm,IN,,210,0
cleafm,CN,,71,0
cleanser,US,,601,0
cleanserX,JP,NoFear,32,0
cleantted,JP,,1680,1298
cleanwater5656,JP,,153,0
clear_,JP,,14,0
clear_tyson,JP,University of Aizu,1,0
clearblack,JP,,2,0
clearclicli,JP,MineCode,20,0
clearlove4396,JP,UTokyo,309,0
clearlove7,CN,,1,0
clearlove777,CN,none,100,0
clearlovenice,AU,fff,5,0
clearname,CN,,9,0
clearwater,JP,,95,0
cleasky,JP,,10,0
cled0328,JP,,1603,0
clement1n0t,BR,UFAM,38,0
clementis,JP,,1,0
cleveland0714,JP,,218,0
clever,RU,,24,0
cleverKK,CN,,20,0
cleverdog,JP,,50,0
cleverkang,CN,,125,0
cleverxia,CN,,1126,22
cleverxia1,CN,,15,0
clevone,CN,,86,0
clf21,CN,,2,0
clh,CN,North China University of Water Resources and Electric Power,0,0
cliche_niche,IN,,1078,0
clicia,JP,,59,0
click0411,JP,,4,0
click8,JP,,0,0
clientver2,JP,,0,0
cliff030235,CN,,34,0
cliff1811,JP,,109,0
cliff26,MY,,5,0
cliff626,MY,,9,0
clima,PL,,32,0
climaxcx,NL,,982,0
climber_h,JP,,113,0
climber_zjx,CN,,0,0
climpet,JP,,2667,0
clinging,CN,ZZULI2020,458,0
clinic,JP,,0,0
clinic_clinic,JP,,237,0
clinophile_007,IN,,0,0
clion_rawr,IL,,6,0
clionenene,JP,Keio univ.,152,0
clip,JP,,17,0
clipin,JP,,13,0
cliu568,US,MIT,2324,0
clivia,JP,,15,0
clk,JP,traP TokyoTech,214,0
clksdojsh,CN,,711,0
clmode99,JP,,65,0
cln0t,JP,,3,0
clo_ver,CN,,0,0
cloc,JP,,9,0
clock,JP,,27,0
clock_v,JP,The University of Tokyo,807,0
clockclankclack,JP,,448,0
clockcleaner,CN,,572,0
clocker78,IN,,99,0
clockhouse,JP,The University of Tokyo,33,0
clockwork,IN,,55,0
clod,CN,18849214452,23,0
cloea,JP,,68,0
clogos,CN,,535,0
cloha,JP,,282,0
clolf,CN,,19,0
clolin,JP,,1316,0
clom,JP,,1,0
cloneofsimo,KR,Korea Univ,0,0
cloneot,KR,sunrin internet high school,95,0
clora,JP,,141,0
clorf,CN,qq:2628474577,670,0
closekn,JP,,1159,301
closing,JP,,953,0
cloud11665,PL,VLO Kraków,19,0
cloud6078,PK,,16,0
cloud_007,BD,,229,0
cloudadvance0709,US,,135,0
cloudann,CN,,3,0
cloudcult,BD,,626,0
clouder0,CN,,935,0
cloudest,KR,DGIST,63,0
cloudhoo,JP,,1134,0
cloudlad,BD,,12,0
cloudliner,JP,デジタル・アドバタイジング・コンソーシアム株式会社,16,0
cloudmist,CN,,187,0
cloudofpranav,IN,,593,0
cloudqwq,CN,,1550,0
cloudry,CN,,116,0
clouds56,XX,,5,0
cloudsky,CN,,1716,0
cloudsreal,CN,,6,0
cloudsun,CN,15879236473,0,0
cloudx,CN,,271,0
cloudy_happy,CN,hpu,440,0
cloudy_masop,JP,石川幼稚園,306,0
cloudy_sea,BD,,831,0
clov,JP,,416,0
clovA,JP,,13,0
clove7111,CN,,7,0
clove_zip,JP,,53,0
clover0527,JP,National Institute of Technology Ariake College,35,0
clover56,TW,,145,0
clover_4,JP,,935,0
clover_holly,JP,,66,0
clown6613,JP,,134,0
clownd,CN,,16,0
clownor,CN,,1475,19
cloxe365,JP,None,813,0
cloyster,XX,pokemon,0,0
clozer,CN,,24,0
clp,JP,,90,0
clp012345,JP,,8,0
clp14026,JP,名古屋工業大学,52,0
clps1220,JP,大阪大学,886,0
clpuoka,JP,,55,0
clq_10,CN,,7,0
clrs,IN,,18,0
cls0001011,JP,無所属,1141,0
cls1277,CN,,178,0
clsslc,CN,电话13120227935邮箱ljqdeyx2020@163.com,8,0
clstov,JP,,0,0
clt,JP,,638,0
clt1024,JP,,33,0
cltt,CN,,8,0
clttyou,CN,,22,0
clueless100,IN,,1275,0
clumbon,JP,,175,0
clumsy_,CN,,881,0
clumsy_ac,CN,18354617210,144,0
clutch_y,JP,,79,0
clutchgod,IN,,881,0
cluu30,US,Georgia tech,43,0
clvr113,JP,ないです,128,0
clvs7,JP,,408,0
clx,CN,,121,0
cly1231,CN,,1321,0
cly956,CN,,265,0
cly_gone,CN,,1882,0
cly_none,CN,,1020,0
clyc,CN,,1037,0
clydejallorina,PH,,0,0
clyfish,CN,,582,0
clyring,US,,2127,0
cm11_ike,JP,,135,0
cm43punk,IN,,1340,0
cm9102,CN,+86 15878191796,429,0
cm99,JP,,37,0
cmachine,IN,,239,0
cmamt,JP,,722,0
cmanh75,VN,,1035,0
cmaster,KZ,,1623,0
cmat,JP,,1047,0
cmaxac1,IN,,0,0
cmb123,CN,,19,0
cmcoder,IN,,21,0
cmd035,BD,,305,0
cmdZ,JP,,24,0
cmd_ghc,CN,@sjzezsyxx,0,0
cmd_pig,CN,,517,0
cmdyxdz,CN,,654,0
cmefly,IN,,859,0
cmershen,CN,Tencent,1168,0
cmershen2,CN,,1179,0
cmiki,BR,polaris-corp,756,618
cminus2,JP,,314,0
cmiyoshi,JP,Tohoku University,600,0
cmj,CN,18390819190,25,0
cmjb,CN,,1140,0
cmk,CN,,7,0
cmk2133,CN,15068232932,33,0
cmk666,CN,,1988,0
cmk763246,CN,,6,0
cml,CN,,1786,0
cmll02,CN,zhoukangyang txdy!!!,2669,0
cmmmli,JP,,478,0
cmmmm,CN,,0,0
cmmmmmm,CN,qq:2249474,21,0
cmmon,IN,Manipal University Jaipur,5,0
cmneedcm,CK,,682,0
cmplxXyttmt,UG,Sunbird AI,1128,126
cmq0616,CN,,9,0
cmqQAQ,CN,,81,0
cmqqxsb,CN,16775213078,0,0
cmsbsmdpjkdbsmta,IN,NIT Hamirpur,0,0
cmtennis,JP,,1100,0
cmtr,JP,,390,0
cmwqf,CN,,1856,0
cmy123,CN,,2,0
cmy9283551,CN,,0,0
cn1233,CN,,66,0
cn16sp1822a,JP,18565541994,21,0
cn355,US,Purdue University,831,0
cn449,JP,Kyoto University,2812,0
cn_15owzLy1,CN,乌鲁木齐市第一中学,541,0
cn_nb,CN,,117,0
cn_ootori,CN,,85,0
cn_ryh,CN,,255,0
cn_suqingnian,CN,,980,0
cn_xh,CN,,1077,0
cnbak,IN,,80,0
cncagn,CN,,101,0
cnds_c,CN,17205013020,7,0
cnhntmp,VN,,29,0
cnhs2205,KR,,1523,0
cniebjsc,JP,,253,0
cnissnzg,CN,,370,0
cnitish10,IN,,28,0
cnlarryzhong,CN,,1428,0
cnm114514,CN,,25,0
cnmlgbcs,CN,,7,0
cnnnk,VN,,40,0
cno,CN,,164,0
cnocycle,KR,,278,0
cnsdlzd,CN,,27,0
cnszz39,JP,,134,0
cnt,JP,,190,0
cntejas,IN,,2,0
cnueihc,AU,fdiof,0,0
cnwalker,US,University of Chicago,312,0
cnxup,CN,,127,0
cnxupup,JP,,19,0
cnyali_codecode,CN,,154,0
cnyali_wangyifan,CN,,139,0
cnyali_zjc,CN,,1838,0
cnyali_zyf,CN,"Changsha,Yali middle school",2108,0
cnyalilk,CN,-----------,400,0
cnyz,CN,Academy City,1916,0
co13,JP,,3,0
co2ma,KR,,4,0
co5er,IN,,129,0
co6ted,JP,,1,0
co_dhr_der,IN,,774,0
co_mder,IN,7979943765,2,0
co_san52,JP,,44,0
coa2duo,JP,,3,0
coachmocchi,JP,,400,0
coaspire,CN,,339,0
coast,SG,,18,0
coastaldemigod,IN,"Birla Institute of Technology, Mesra",0,0
cob0822,JP,,64,0
coba,JP,,15,0
cobainlahgas,MY,,513,0
cobaka,JP,,410,0
cobalt,JP,なし,43,0
cobalt1024,JP,もちもちうーぽよ協会KOBE支部,1236,0
cobaltbluesky,JP,,45,0
cobie,JP,,187,0
cobo920,JP,明治大学,0,0
cobra,JP,,2,0
cobra9,IN,,72,0
cobra_ss,IN,,2,0
cobravenom,IN,BMS College of Engineering,2,0
cobs14,CN,,102,0
coc,CN,,0,0
cocaio,BR,,98,0
cocet33000,JP,NAIST,752,0
coco0715,JP,,180,0
coco18000,JP,,1893,901
coco2012,CN,,0,0
coco6,JP,,45,0
cocoIU,IS,,91,0
coco_z,JP,,6,0
cocoa75,JP,none,0,0
cocoaNats,JP,,43,0
cocoadel,CN,,981,0
cocoamint,JP,,0,0
cocoapuff,JP,,64,0
cocobalt,JP,,40,0
cocobox,JP,,353,0
cocococoa,JP,社会,1956,0
cococolor,JP,,1,0
cocodev,CA,,973,0
cocodrips,JP,piyopiyo,670,0
cocoichi19,JP,Keio univ,105,0
cocoinit23,JP,,825,0
cocokame,JP,,454,0
cocoland,JP,,7,0
cocolo,CN,,7,0
cocom121,JP,,59,0
cocomo,KR,,69,0
cocomoff,JP,TCRDL,1048,1260
coconight,CN,,1048,0
coconut,HK,,1283,0
coconut7,JP,東北大学,774,0
coconut99,KR,,649,0
coconutmilktea,CN,,244,0
cocoo123,CN,,0,0
cocooncollide,JP,,65,0
cocoraulait,JP,,9,0
cocoro,JP,,208,0
cocot,JP,,804,0
cocottoland,JP,,0,0
cocozia,AT,,11,0
cod1,NP,Tribhuvan University,0,0
cod14life,CN,Xi'an Gaoxin No.1 High School,25,0
cod1r,US,,57,0
cod3r,BD,,15,0
cod3r3ctifi3r,IN,,94,0
cod428,JP,大学,300,0
cod_OR,IN,NIT Durgapur,1329,0
codacian,IN,1,928,0
codack_mayank,IN,,8,0
codai,JP,学生,207,0
codancer2000,CN,HPU,1307,0
codas,JP,Free,49,0
codderall,IN,,7,0
code0001aaa,JP,,15,0
code00one,JP,,565,0
code016,JP,,0,0
code07freak,IN,,52,0
code0rider,IN,,274,0
code11,IN,,13,0
code1191,IR,,1,0
code123,IN,,8,0
code1437th,CN,,594,0
code1caeser,IN,,431,0
code3p,BD,,47,0
code44,JP,,837,0
code4sauce,IN,,0,0
codeM,IN,,1007,0
codeMazer,IN,,0,0
codeMonk,IN,,0,0
codeOver,IN,,134,0
codeVimal,IN,,25,0
code_0910,IN,,2,0
code_10,IN,,0,0
code_19,BD,,716,0
code_R,IN,,543,0
code__blooded,IN,,10,0
code__champ,IN,,64,0
code__learner,CN,,910,0
code_acer,CN,,9,0
code_alone,IN,,0,0
code_astra,IN,BMS College,1391,0
code_atul_code,IN,,48,0
code_bandit,IN,,192,0
code_bindal,IN,,290,0
code_blooded_,IN,,984,0
