user_id,join,duration,elapsed,main_lang,python_rate
jamad,2021-04-25 19:40:22,27 days 11:24:29,648 days 23:12:05.674328,Python,0.6666666666666666
jamuojisan,2023-01-28 16:48:51,8 days 05:51:27,25 days 07:36:38.674328,PyPy,0.022222222222222223
jannkennshitai,2022-05-31 22:03:07,0 days 00:00:00,275 days 08:13:49.674328,C,0.0
japlj,2021-04-25 20:03:40,0 days 02:53:59,676 days 07:19:17.674328,C++,0.0
jarvis22,2022-06-12 20:52:13,94 days 02:43:48,169 days 06:40:55.674328,C++,0.0
jarvis222,2022-11-13 19:31:57,28 days 03:56:26,81 days 06:48:33.674328,Python,1.0
jason0860907,2021-12-12 17:00:22,0 days 00:37:36,445 days 12:38:58.674328,C++,0.0
jaunecitron,2022-02-21 20:25:38,0 days 00:00:00,374 days 09:51:18.674328,C++,0.0
jayden_0723,2021-05-30 17:53:19,0 days 00:00:00,641 days 12:23:37.674328,Python,1.0
jayinnn,2021-04-25 19:44:54,26 days 19:03:42,649 days 15:28:20.674328,C++,0.0
jbwlgvc,2022-07-03 17:53:45,37 days 22:04:59,204 days 14:18:12.674328,Text,0.0
jbyxm,2021-03-06 20:08:08,699 days 23:18:50,26 days 10:49:58.674328,C++,0.0
jebouin,2022-03-26 15:23:37,0 days 00:58:02,341 days 13:55:17.674328,C++,0.0
jefj1,2021-03-11 16:55:18,1 days 06:09:23,720 days 07:12:15.674328,PyPy,0.3333333333333333
jell,2021-03-11 03:45:48,3 days 11:28:45,718 days 15:02:23.674328,C++,0.0
jeshwanth,2021-05-23 03:23:21,0 days 00:00:00,649 days 02:53:35.674328,Java,0.0
jessica24,2022-04-26 12:26:33,0 days 00:00:00,310 days 17:50:23.674328,Python,1.0
jhlee1234,2023-02-04 14:18:51,1 days 06:41:20,25 days 09:16:45.674328,PyPy,0.0
jiahaoyu,2021-08-27 18:30:44,0 days 00:00:00,552 days 11:46:12.674328,C++,0.0
jihen,2022-10-30 15:13:59,0 days 00:58:55,123 days 14:04:02.674328,Python,1.0
jijiji,2021-03-06 16:48:47,385 days 02:09:22,341 days 11:18:47.674328,Rust,0.0
jimhuang,2022-07-03 15:17:14,0 days 00:12:56,242 days 14:46:46.674328,C++,0.0
jin_deep,2021-03-06 17:54:38,6 days 17:28:01,719 days 18:54:17.674328,Common,0.0
jin_matakich,2022-10-30 15:11:49,100 days 18:36:18,22 days 20:28:49.674328,Rust,0.0
jingjing,2022-06-01 17:23:24,69 days 07:32:31,205 days 05:21:01.674328,Python,1.0
jinsiben,2021-03-07 21:23:58,49 days 01:26:42,676 days 07:26:16.674328,Go,0.0
jinya,2021-04-25 21:29:45,203 days 01:12:53,473 days 07:34:18.674328,C++,0.0
jirohhana,2021-04-25 15:50:32,0 days 05:42:26,676 days 08:43:58.674328,Python,0.6666666666666666
jishuk,2022-05-30 15:15:16,0 days 05:58:17,276 days 09:03:23.674328,C#,0.0
jj1guj,2021-03-06 20:52:45,695 days 23:41:41,30 days 09:42:30.674328,C++,0.0
jjjjjjjtgpptmjj,2021-03-06 12:43:04,701 days 06:49:05,25 days 10:44:47.674328,C++,0.0
jkdorayaki,2021-05-22 15:35:43,451 days 05:12:58,198 days 09:28:15.674328,PyPy,0.03164556962025317
joelchacon,2021-06-26 13:43:17,0 days 00:56:48,614 days 15:36:51.674328,C++,0.0
jojomasanori3,2022-10-30 15:14:11,0 days 02:29:10,123 days 12:33:35.674328,Ruby,0.0
joker999,2022-08-15 22:47:21,0 days 00:00:00,199 days 07:29:35.674328,PyPy,0.0
jopopyv,2021-03-07 19:38:51,6 days 13:20:26,718 days 21:17:39.674328,PyPy,0.0
josephchen,2022-09-27 13:14:09,1 days 13:33:45,155 days 03:29:02.674328,C++,0.0
joshuaChoi,2022-03-19 15:50:20,320 days 07:12:49,28 days 07:13:47.674328,C++,0.0
jotp,2021-03-10 11:03:21,345 days 05:33:21,377 days 13:40:14.674328,Python,0.75
jrguyyoo,2022-01-26 21:52:14,7 days 02:10:11,393 days 06:14:31.674328,C++,0.0
jspb,2021-07-28 23:11:59,0 days 00:00:00,582 days 07:04:57.674328,C++,0.0
jsyz,2022-11-03 11:51:32,7 days 04:11:54,112 days 14:13:30.674328,C++,0.0
juan_123,2022-07-03 15:25:00,0 days 00:02:57,242 days 14:48:59.674328,C++,0.0
judgelaw,2021-03-06 12:17:39,527 days 00:48:08,199 days 17:11:09.674328,Python,0.6875
juggler,2021-08-07 21:21:37,0 days 00:00:00,572 days 08:55:19.674328,C++,0.0
jun1ac,2021-03-09 19:30:25,0 days 00:00:00,723 days 10:46:31.674328,Java,0.0
jun2,2022-05-30 12:11:47,0 days 01:01:27,276 days 17:03:42.674328,C++,0.0
june193,2022-02-12 12:58:41,281 days 02:30:44,102 days 14:47:31.674328,PyPy,0.13488372093023257
junis3,2022-01-26 22:28:16,7 days 01:08:23,393 days 06:40:17.674328,C++,0.0
junkusb,2021-05-29 00:49:25,0 days 09:00:41,642 days 20:26:50.674328,Python,0.6
junonishizaki,2021-03-13 04:10:31,147 days 15:44:43,572 days 10:21:42.674328,PyPy,0.0
junta_,2022-02-20 18:43:20,177 days 02:15:10,198 days 09:18:26.674328,C++,0.0
jurakoro,2021-06-26 14:51:34,0 days 00:00:00,614 days 15:25:22.674328,C++,0.0
juruowds,2022-11-15 23:30:30,0 days 00:00:00,107 days 06:46:26.674328,C++,0.0
justinlai,2023-01-02 15:32:07,0 days 00:00:00,59 days 14:44:49.674328,C++,0.0
jutama,2021-05-23 01:03:06,406 days 17:56:49,242 days 11:17:01.674328,C++,0.0
jutaro0428,2021-03-06 15:09:05,1 days 02:11:47,725 days 12:56:04.674328,PyPy,0.0
k039,2021-03-10 22:07:38,0 days 00:00:00,722 days 08:09:18.674328,PyPy,0.0
k0gane,2021-03-06 14:59:04,0 days 05:57:02,726 days 09:20:50.674328,Python,1.0
k16,2022-11-12 16:20:52,3 days 21:31:53,106 days 16:24:11.674328,Python,0.5555555555555556
k1suxu,2022-11-11 22:55:01,84 days 02:03:14,27 days 05:18:41.674328,C++,0.0
k2awa,2021-05-30 15:03:05,0 days 02:26:45,641 days 12:47:06.674328,C++,0.0
k3141592,2022-11-12 23:44:17,4 days 15:43:23,105 days 14:49:16.674328,Python,1.0
k3msatc,2021-04-25 20:36:09,36 days 11:35:36,639 days 22:05:11.674328,C++,0.0
k4k40,2022-09-17 16:27:59,77 days 06:50:10,89 days 06:58:47.674328,Python,0.6666666666666666
k_6101,2021-03-13 17:06:29,24 days 07:15:23,695 days 05:55:04.674328,Java,0.0
k_hamada7,2021-03-07 03:16:06,662 days 13:44:20,63 days 13:16:30.674328,Python,1.0
k_k_pyrhon,2023-01-28 17:24:37,0 days 20:26:25,32 days 16:25:54.674328,PyPy,0.16666666666666666
k_masatany,2021-03-06 20:43:33,0 days 00:00:00,726 days 09:33:23.674328,Rust,0.0
k_rishabh6172,2021-08-12 15:25:59,0 days 00:00:00,567 days 14:50:57.674328,Python,1.0
k_tsge,2022-06-15 13:20:12,55 days 08:00:37,205 days 08:56:07.674328,Python,0.35714285714285715
k_tsuda,2021-08-07 16:05:56,0 days 03:09:20,572 days 11:01:40.674328,C++,0.0
ka,2022-07-03 17:50:56,0 days 00:40:11,242 days 11:45:49.674328,C++,0.0
ka_t,2021-03-07 12:10:16,0 days 00:00:00,725 days 18:06:40.674328,C++,0.0
kaage,2021-03-06 16:58:05,50 days 05:58:42,676 days 07:20:09.674328,C++,0.0
kabikira,2022-05-29 17:17:29,0 days 00:00:00,277 days 12:59:27.674328,Python,1.0
kabipoyo,2021-03-10 20:03:49,696 days 22:34:32,25 days 11:38:35.674328,C++,0.0
kabotcha,2021-03-06 23:01:18,7 days 20:41:53,718 days 10:33:45.674328,C++,0.0
kaburagi,2022-09-14 19:02:29,6 days 18:39:18,162 days 16:35:09.674328,Python,1.0
kabuto64425,2021-03-06 13:12:05,484 days 05:21:50,242 days 11:43:01.674328,C++,0.009345794392523364
kacho65535,2021-03-09 16:42:55,621 days 02:02:13,102 days 11:31:48.674328,C++,0.0
kadoma2,2022-04-24 15:07:44,70 days 01:23:42,242 days 13:45:30.674328,Python,1.0
kaede2020,2021-03-06 17:08:16,710 days 05:27:58,16 days 07:40:42.674328,C++,0.0
kaerusan82433413,2021-03-07 00:31:13,111 days 15:34:23,614 days 14:11:20.674328,PyPy,0.36363636363636365
kagakubu,2022-07-03 15:43:08,88 days 16:24:48,153 days 22:09:00.674328,Python,0.7142857142857143
kagasan,2021-06-26 13:39:40,344 days 03:07:53,270 days 13:29:23.674328,C++,0.0
kai1000_don,2021-12-12 17:02:46,203 days 01:00:52,242 days 12:13:18.674328,C++,0.0
kaichou243,2021-04-25 22:50:23,433 days 16:27:53,242 days 14:58:40.674328,C++,0.0
kaikey,2021-04-25 19:20:23,644 days 20:02:17,31 days 14:54:16.674328,C++,0.0
kailog,2021-06-26 15:27:50,0 days 00:12:56,614 days 14:36:10.674328,C++,0.0
kairyou,2023-01-28 12:11:55,7 days 01:19:19,26 days 16:45:42.674328,Java,0.0
kaisoku2416,2022-10-30 16:18:08,20 days 22:23:10,102 days 15:35:38.674328,C++,0.0
kaitk,2021-03-08 21:53:00,5 days 02:09:49,719 days 06:14:07.674328,Python,0.9230769230769231
kaitokimura,2022-11-20 16:29:36,0 days 00:00:00,102 days 13:47:20.674328,PyPy,0.0
kaiwdev,2022-07-03 16:06:50,0 days 00:31:00,242 days 13:39:06.674328,PyPy,0.0
kajikentaro,2022-04-24 17:49:25,0 days 01:09:48,312 days 11:17:43.674328,C++,0.0
kakel_san,2021-05-22 19:51:06,525 days 22:59:35,123 days 11:26:15.674328,C#,0.0
kakeyamay,2021-03-06 16:08:26,560 days 05:57:43,166 days 08:10:47.674328,C++,0.0
kaki_xxx,2021-03-10 22:27:59,2 days 21:13:29,719 days 10:35:28.674328,Rust,0.0
kakimaru,2022-05-30 12:08:05,0 days 00:00:00,276 days 18:08:51.674328,C++,0.0
kakira,2021-03-14 14:19:34,42 days 06:39:08,676 days 09:18:14.674328,C++,0.0
kakitamasziru,2021-03-06 17:41:16,253 days 02:16:58,473 days 10:18:42.674328,C++,0.5
kakokitamaths35,2022-04-28 17:59:48,0 days 00:00:00,308 days 12:17:08.674328,C++,0.0
kaleabasfaw2010,2021-03-06 15:54:56,0 days 00:00:00,726 days 14:22:00.674328,PyPy,0.0
kaluan,2022-10-30 18:02:04,90 days 02:46:53,33 days 09:27:59.674328,C++,0.0625
kamazu,2021-04-25 20:31:08,0 days 02:02:30,676 days 07:43:18.674328,C++,0.0
kamiya_shake,2021-04-25 19:47:06,33 days 15:39:16,642 days 18:50:34.674328,C++,0.0
kamojiro,2021-03-06 14:40:47,615 days 09:40:20,111 days 05:55:49.674328,Rust,0.012658227848101266
kamome,2021-03-07 01:15:32,111 days 16:35:26,614 days 12:25:58.674328,PyPy,0.0
kanade_,2021-03-13 16:04:29,0 days 03:18:39,719 days 10:53:48.674328,C++,0.0
kanade_FELT,2022-07-03 15:23:33,132 days 06:23:47,110 days 08:29:36.674328,C++,0.0
kanata_kotonoha,2022-04-24 18:05:14,0 days 00:08:16,312 days 12:03:26.674328,Python,1.0
kanikama038,2021-08-07 19:59:35,545 days 17:49:46,26 days 16:27:35.674328,PyPy,0.20388349514563106
kanikan,2021-04-25 22:58:01,0 days 00:00:00,676 days 07:18:55.674328,C,0.0
kanjino,2021-03-06 13:19:13,484 days 22:16:01,241 days 18:41:42.674328,C++,0.0
kann0,2021-03-08 08:04:22,0 days 00:59:13,724 days 21:13:21.674328,C++,0.0
kanonman,2022-03-26 15:50:36,0 days 02:38:34,341 days 11:47:46.674328,Python,1.0
kanra824,2021-03-06 13:15:39,622 days 14:48:19,104 days 02:12:58.674328,Rust,0.06349206349206349
kanzakihikaru,2021-03-08 00:41:39,617 days 23:00:37,107 days 06:34:40.674328,C++,0.0
kapibara,2021-03-06 17:10:14,623 days 21:51:22,102 days 15:15:20.674328,C++,0.0
kappahouse,2022-08-26 21:23:57,72 days 14:47:47,115 days 18:05:12.674328,Python,0.7878787878787878
karasuex54,2021-05-22 13:05:20,0 days 00:37:26,649 days 16:34:10.674328,Python,1.0
kareinonitsuke,2022-07-03 15:35:49,210 days 03:45:19,32 days 10:55:48.674328,C++,0.0
karinohito,2021-03-06 17:54:17,615 days 06:43:58,111 days 05:38:41.674328,C++,0.0
kariya1975,2021-04-25 21:03:36,642 days 22:09:18,33 days 11:04:02.674328,TypeScript,0.07936507936507936
karudano,2021-08-06 21:20:57,0 days 01:36:24,573 days 07:19:35.674328,C++,0.0
karyo,2021-03-06 19:38:44,700 days 01:10:47,26 days 09:27:25.674328,C++,0.0
kasahara716,2021-12-12 16:52:34,0 days 00:00:00,445 days 13:24:22.674328,Rust,0.0
kassy,2021-03-14 12:57:54,0 days 10:22:51,718 days 06:56:11.674328,Rust,0.0
kasuga_san,2022-08-11 11:05:31,0 days 00:00:00,203 days 19:11:25.674328,Python,1.0
kasutera7,2021-05-30 14:25:30,0 days 00:00:00,641 days 15:51:26.674328,C++,0.0
katalonecfly,2021-03-08 07:37:47,525 days 23:22:07,198 days 23:17:02.674328,C++,0.0
katand,2021-03-12 21:37:55,690 days 17:15:32,29 days 15:23:29.674328,Rust,0.0
kato1999,2021-03-07 15:46:16,623 days 00:40:47,102 days 13:49:53.674328,PyPy,0.10204081632653061
kato___,2021-05-23 10:05:12,0 days 00:00:00,648 days 20:11:44.674328,PyPy,0.0
katonyonko,2021-04-25 19:57:48,651 days 00:01:39,25 days 10:17:29.674328,PyPy,0.005780346820809248
katsudon421,2022-02-14 14:26:23,270 days 20:18:54,110 days 19:31:39.674328,C++,0.02702702702702703
katsuk,2023-01-28 23:42:58,4 days 00:01:35,29 days 06:32:23.674328,Python,0.6923076923076923
katsunori,2021-04-25 20:56:40,573 days 15:40:32,102 days 17:39:44.674328,C++,0.0
kaush,2021-06-25 23:01:53,0 days 20:42:00,614 days 10:33:03.674328,Python,1.0
kaushal_desai,2021-03-06 12:43:34,0 days 04:44:43,726 days 12:48:39.674328,C++,0.0
kawaii_kawai,2022-09-17 00:44:29,0 days 00:00:00,167 days 05:32:27.674328,C++,0.0
kawatea,2021-03-06 16:50:39,701 days 02:22:40,25 days 11:03:37.674328,C++,0.0
kawatom,2021-05-22 12:48:30,546 days 11:02:35,103 days 06:25:51.674328,C++,0.0
kayaryou,2021-03-07 07:55:07,0 days 01:40:54,725 days 20:40:55.674328,Python,1.0
kaz130,2021-03-14 15:51:07,0 days 04:07:51,718 days 10:17:58.674328,C++,0.0
kaz2000,2022-11-11 20:50:45,4 days 16:37:14,106 days 16:48:57.674328,Python,1.0
kaz49bz,2021-03-06 13:18:33,701 days 05:37:33,25 days 11:20:50.674328,C++,0.0
kaz53,2021-03-07 17:17:31,49 days 03:24:42,676 days 09:34:43.674328,Python,1.0
kaz_mighty,2021-04-25 20:23:32,663 days 16:08:12,12 days 17:45:12.674328,PyPy,0.0
kazakami314,2021-03-06 12:57:56,0 days 03:22:40,726 days 13:56:20.674328,C++,0.0
kazkeee,2022-08-16 00:52:20,1 days 10:08:24,197 days 19:16:12.674328,Python,0.75
kazkus,2021-03-06 12:21:47,1 days 23:08:54,724 days 18:46:15.674328,Python,1.0
kazmat,2022-11-19 16:48:30,77 days 20:12:22,25 days 17:16:04.674328,PyPy,0.2727272727272727
kazoku1018,2022-10-30 16:35:53,97 days 23:04:08,25 days 14:36:55.674328,PyPy,0.0
kazu107,2021-11-14 16:47:33,444 days 18:35:08,28 days 18:54:15.674328,C++,0.05405405405405406
kazu621,2021-06-26 13:38:39,0 days 00:00:00,614 days 16:38:17.674328,Python,1.0
kazuki_,2021-03-07 16:11:27,0 days 01:56:26,725 days 12:09:03.674328,C++,0.0
kazukun1311,2021-05-29 16:51:54,540 days 02:07:07,102 days 11:17:55.674328,PyPy,0.18518518518518517
kclee2172,2022-02-12 13:27:47,71 days 03:50:08,312 days 12:59:01.674328,PyPy,0.0
ke_beck,2022-07-03 17:01:25,0 days 01:59:06,242 days 11:16:25.674328,PyPy,0.0
kedama,2021-05-23 00:47:03,1 days 17:39:04,647 days 11:50:49.674328,C++,0.0
keduoli,2021-03-06 12:31:56,698 days 09:09:47,28 days 08:35:13.674328,C++,0.3
keep_OC,2021-04-25 19:41:31,573 days 22:29:12,102 days 12:06:13.674328,C++,0.0
kei2000,2021-03-11 22:44:59,0 days 00:00:00,721 days 07:31:57.674328,C++,0.0
kei_U,2021-05-22 12:55:30,0 days 00:44:31,649 days 16:36:55.674328,Python,1.0
kei_ya,2023-02-03 17:25:58,0 days 00:00:00,27 days 12:50:58.674328,PyPy,0.0
keidai,2021-04-28 00:18:47,0 days 00:26:36,674 days 05:31:33.674328,C++,0.0
keigonA,2021-03-14 18:16:43,519 days 22:58:30,198 days 13:01:43.674328,C++,0.0
keisuke6,2021-06-26 14:21:37,582 days 09:30:37,32 days 06:24:42.674328,C++,0.00625
keita1,2021-07-20 17:23:28,424 days 05:54:06,166 days 06:59:22.674328,C++,0.0
keizin,2022-02-12 16:34:17,70 days 23:54:47,312 days 13:47:52.674328,Python,1.0
kekenx,2021-12-12 15:57:25,420 days 01:23:13,25 days 12:56:18.674328,Rust,0.0
keks,2022-04-24 18:36:39,157 days 02:30:57,155 days 09:09:20.674328,PyPy,0.42857142857142855
kemelman,2022-11-22 13:44:36,0 days 00:09:44,100 days 16:22:36.674328,PyPy,0.0
kemkemG0,2021-03-10 11:33:11,277 days 08:13:37,445 days 10:30:08.674328,C++,0.0
kemr,2022-05-16 13:14:26,13 days 10:31:36,277 days 06:30:54.674328,C++,0.125
kemuniku,2022-02-13 00:07:25,357 days 19:33:48,25 days 10:35:43.674328,PyPy,0.0
ken0920,2023-02-05 02:46:40,0 days 05:35:37,25 days 21:54:39.674328,PyPy,0.0
ken3_305,2021-05-24 19:19:29,0 days 18:19:26,646 days 16:38:01.674328,Java,0.0
ken8aisa,2021-06-10 10:42:19,0 days 04:29:23,630 days 15:05:14.674328,C++,0.0
ken_627,2022-10-30 16:16:22,0 days 01:56:09,123 days 12:04:25.674328,Python,1.0
kencho,2021-03-12 22:04:54,692 days 01:47:40,28 days 06:24:22.674328,Java,0.0
kenfire4646,2022-11-14 22:15:07,0 days 00:00:00,108 days 08:01:49.674328,PyPy,0.0
kengo,2022-04-02 15:44:41,78 days 10:27:31,256 days 04:04:44.674328,Java,0.0
kenken1724,2022-04-24 15:18:43,279 days 22:05:09,32 days 16:53:04.674328,C++,0.0
kenken714,2022-11-14 20:36:38,5 days 21:45:18,102 days 11:55:00.674328,C++,0.0
kenkoooo,2022-05-28 15:48:12,125 days 02:26:13,153 days 12:02:31.674328,Text,0.0
kenkyu46,2021-05-04 14:29:23,640 days 22:34:13,26 days 17:13:20.674328,C++,0.45
kenmohororo,2021-04-25 20:26:01,0 days 02:17:59,676 days 07:32:56.674328,Python,1.0
kens,2021-03-06 16:39:48,711 days 09:31:59,15 days 04:05:09.674328,C++,0.0
kenshinkawai,2022-06-04 12:13:20,0 days 00:00:00,271 days 18:03:36.674328,Ruby,0.0
kenshiro3114,2022-06-05 11:58:04,0 days 06:31:36,270 days 11:47:16.674328,C++,0.0
kenta2997,2021-04-25 20:10:07,650 days 23:14:25,25 days 10:52:24.674328,C++,0.0
kentand,2022-02-12 12:23:28,7 days 06:37:47,376 days 11:15:41.674328,C++,0.0
kento517,2022-07-03 17:28:47,0 days 01:12:55,242 days 11:35:14.674328,C++,0.0
kento_kun,2022-06-05 18:59:33,72 days 01:50:34,198 days 09:26:49.674328,PyPy,0.0
kento_maeda,2021-03-06 19:25:03,700 days 23:55:06,25 days 10:56:47.674328,PyPy,0.008333333333333333
kenya_k66,2022-03-26 20:54:07,236 days 20:49:24,104 days 12:33:25.674328,PyPy,0.0
keran,2022-04-24 21:46:52,209 days 00:53:03,103 days 07:37:01.674328,Python,0.6
keroido,2021-05-22 15:18:57,624 days 04:19:58,25 days 10:38:01.674328,PyPy,0.05194805194805195
keroru,2021-03-06 15:54:58,701 days 03:34:14,25 days 10:47:44.674328,PyPy,0.12467532467532468
kerozou,2021-03-11 18:51:09,149 days 00:33:18,572 days 10:52:29.674328,C++,0.39285714285714285
kesera,2022-07-03 18:29:29,217 days 00:41:07,25 days 11:06:20.674328,Java,0.0
keserasera_77,2021-03-07 23:20:38,699 days 20:37:48,25 days 10:18:30.674328,C++,0.0
keutoi,2022-04-24 17:14:50,0 days 00:00:00,312 days 13:02:06.674328,Common,0.0
keymoon,2021-04-25 22:20:34,0 days 00:36:52,676 days 07:19:30.674328,C#,0.0
kfukuta,2021-04-25 20:50:15,0 days 02:54:52,676 days 06:31:49.674328,C++,0.0
ki84zvkzz4,2022-10-30 17:21:58,96 days 14:30:57,26 days 22:24:01.674328,PyPy,0.0
ki_opt,2022-08-13 18:38:29,175 days 07:43:04,26 days 03:55:23.674328,C++,0.0
kian,2022-02-12 12:21:50,261 days 12:17:57,122 days 05:37:09.674328,C++,0.0
kibuna,2021-03-06 22:34:54,694 days 01:56:29,32 days 05:45:33.674328,C++,0.0
kichi2004_,2021-03-06 14:43:49,8 days 04:55:21,718 days 10:37:46.674328,Rust,0.0
kiki33,2021-03-14 19:59:32,42 days 01:24:42,676 days 08:52:42.674328,Java,0.0
kikono,2022-10-30 17:46:12,0 days 00:29:39,123 days 12:01:05.674328,Python,1.0
kiligiris,2022-03-26 16:27:51,0 days 01:46:15,341 days 12:02:50.674328,Python,1.0
kimdang1,2022-11-02 16:36:12,0 days 00:00:00,120 days 13:40:44.674328,C++,0.0
kimiyuki,2021-03-06 20:22:35,153 days 23:29:02,572 days 10:25:19.674328,C++,0.0
kimmingee,2022-11-13 00:41:16,0 days 00:00:00,110 days 05:35:40.674328,Python,1.0
kimonohanger,2021-03-06 14:54:13,528 days 00:07:12,198 days 15:15:31.674328,Rust,0.0
kimuchi,2022-10-30 15:10:19,0 days 01:19:53,123 days 13:46:44.674328,PyPy,0.0
kimura1821,2022-04-24 15:10:37,70 days 03:48:44,242 days 11:17:35.674328,C++,0.0
kimuro,2021-08-14 19:36:09,0 days 00:00:00,565 days 10:40:47.674328,C++,0.0
kinadasan,2021-11-14 16:25:51,91 days 05:42:06,382 days 08:08:59.674328,C++,0.0
kingtito,2021-04-25 22:19:51,30 days 01:50:39,646 days 06:06:26.674328,C++,0.0
kinonako,2022-08-10 09:52:15,0 days 00:00:00,204 days 20:24:41.674328,C++,0.0
kintetsu5209,2021-06-03 20:04:14,0 days 00:00:00,637 days 10:12:42.674328,Vim,0.0
kinugoshi8928,2022-07-03 15:41:20,41 days 04:34:59,201 days 10:00:37.674328,C++,0.0
kinuta,2021-11-14 18:16:24,160 days 23:17:39,312 days 12:42:53.674328,C++,0.0
kiri5,2021-04-25 20:19:01,0 days 02:38:53,676 days 07:19:02.674328,C++,0.0
kirifugu,2021-04-25 21:14:33,27 days 21:25:03,648 days 11:37:20.674328,C++,0.0
kiruto398,2021-05-23 19:33:56,298 days 23:15:30,349 days 11:27:30.674328,Java,0.0
kiskt,2022-04-24 15:09:24,0 days 01:31:51,312 days 13:35:41.674328,PyPy,0.0
kit84,2021-03-06 14:54:51,617 days 21:47:01,108 days 17:35:04.674328,PyPy,0.43902439024390244
kitasann,2021-03-06 13:10:26,4 days 05:17:05,722 days 11:49:25.674328,PyPy,0.0
kitayama26,2022-11-20 17:49:00,76 days 23:05:25,25 days 13:22:31.674328,C++,0.0
kitayuta,2021-03-06 15:11:39,0 days 11:37:01,726 days 03:28:16.674328,Python,1.0
kites,2021-03-06 19:17:01,79 days 18:44:19,646 days 16:15:36.674328,Python,0.8
kitigai55,2022-06-05 14:53:30,0 days 00:00:00,270 days 15:23:26.674328,Python,1.0
kitsan,2021-05-22 00:12:20,0 days 11:06:44,649 days 18:57:52.674328,C++,0.0
kiwamo,2021-03-07 04:40:53,413 days 14:29:31,312 days 11:06:32.674328,PyPy,0.04918032786885246
kiyooru,2022-10-30 18:52:35,0 days 00:05:11,123 days 11:19:10.674328,PyPy,0.5
kiyoshi0205,2021-03-06 19:04:33,77 days 04:46:50,649 days 06:25:33.674328,C++,0.0
kjsnnsk0120,2021-03-08 19:38:56,79 days 03:12:33,645 days 07:25:27.674328,Python,0.6666666666666666
kkiizz,2021-11-18 08:25:27,256 days 17:15:16,213 days 04:36:13.674328,Rust,0.0
kkkkkota,2022-10-30 16:13:10,0 days 02:46:23,123 days 11:17:23.674328,C++,0.0
kkktym,2021-03-06 15:00:10,484 days 03:53:39,242 days 11:23:07.674328,C++,0.0
kksc03,2022-08-17 21:43:41,0 days 00:00:00,197 days 08:33:15.674328,Text,0.0
kkty,2021-04-25 22:11:51,103 days 21:47:42,572 days 10:17:23.674328,C++,0.0
kkurata,2021-05-25 11:58:02,0 days 01:02:10,646 days 17:16:44.674328,C++,0.0
klsn,2023-01-26 22:33:00,1 days 15:15:01,33 days 16:28:55.674328,C++,0.0
klurow,2022-08-11 12:49:17,4 days 00:40:17,199 days 16:47:22.674328,C++,0.0
km1234,2021-03-06 13:50:29,414 days 04:41:06,312 days 11:45:21.674328,PyPy,0.015151515151515152
kmjp,2021-03-06 12:58:34,703 days 06:50:43,23 days 10:27:39.674328,C++,0.0
kmoyashi,2022-03-26 15:39:18,0 days 03:19:55,341 days 11:17:43.674328,PyPy,0.0
knakamu,2021-03-06 14:08:55,7 days 11:04:44,719 days 05:03:17.674328,C++,0.0
knk_kei,2021-03-06 20:04:17,620 days 04:07:15,106 days 06:05:24.674328,PyPy,0.0
knmt3127,2022-12-29 13:22:00,0 days 03:30:53,63 days 13:24:03.674328,Python,1.0
knottyknot,2021-05-07 15:51:25,554 days 00:35:54,110 days 13:49:37.674328,C++,0.0
knr,2021-04-25 19:39:09,0 days 06:04:17,676 days 04:33:30.674328,C++,0.0
knshnb,2021-08-07 18:14:48,141 days 00:32:15,431 days 11:29:53.674328,C++,0.01020408163265306
ko9bo,2022-11-13 15:32:27,0 days 05:10:04,109 days 09:34:25.674328,C++,0.0
kobae964,2021-03-06 14:16:44,360 days 10:54:52,366 days 05:05:20.674328,Rust,0.0
kobanzame,2021-06-30 20:14:00,20 days 02:38:30,590 days 07:24:26.674328,C++,0.0
kobaya_ta,2022-02-08 19:42:20,144 days 23:06:28,242 days 11:28:08.674328,Python,0.6428571428571429
kobayou,2021-03-06 19:58:52,4 days 00:39:46,722 days 09:38:18.674328,C++,0.0
koboshi,2022-02-12 18:54:14,222 days 03:51:36,161 days 07:31:06.674328,C#,0.0
kode,2022-04-24 15:14:37,0 days 02:46:19,312 days 12:16:00.674328,Python,1.0
koderkushy,2021-06-26 16:58:02,0 days 00:00:00,614 days 13:18:54.674328,C++,0.0
koggle,2022-02-18 09:30:46,0 days 00:00:00,377 days 20:46:10.674328,Python,1.0
koh1,2021-05-22 22:28:21,0 days 02:14:09,649 days 05:34:26.674328,C++,0.0
koh1nigeeee,2022-05-09 16:57:07,27 days 00:37:26,270 days 12:42:23.674328,C++,0.0
kohe1,2023-01-28 16:34:54,0 days 00:36:30,33 days 13:05:32.674328,PyPy,0.0
kohei2019,2021-03-09 12:09:26,79 days 10:36:31,644 days 07:30:59.674328,PyPy,0.0
koheimori,2022-08-14 19:57:43,174 days 23:19:39,25 days 10:59:34.674328,Rust,0.0
kohta_francis,2022-10-30 15:43:34,0 days 00:00:00,123 days 14:33:22.674328,Python,1.0
koikotya,2021-03-06 16:58:59,701 days 02:35:00,25 days 10:42:57.674328,C++,0.0
koikuchi,2021-03-12 00:47:52,618 days 19:51:34,102 days 09:37:30.674328,C++,0.0
koji022,2021-03-06 12:05:21,385 days 19:53:00,340 days 22:18:35.674328,Python,1.0
koji_0204,2021-12-12 16:36:07,61 days 19:45:50,383 days 17:54:59.674328,C++,0.0
